id,slug,url,brand,supplier,supplierSourceUrl,range,rangeSlug,colour,category,shortDescription,thickness,boardSize,packSizeM2,installationMethod,finish,warrantySummary,suitableUse,cautionNotes,stockStatusLabel,primaryImage,altText,galleryStatus,specSheetUrl,wearLayer,coreType,acousticBacking,waterResistance,acRating,edgeDetail,species,totalThickness,structureCore,surfaceFinish,gradeCharacter,boardWidth,rawOrPrefinished,sandingFinishingNotes,plankOrTileFormat,commercialSuitability,sourceTag
swish-laminate-aqua-oak-vermont,swish-laminate-aqua-oak-vermont,/products/swish-laminate-aqua-oak-vermont/,,,,Swish Laminate Aqua,swish-laminate-aqua,Oak Vermont,Laminate,"Swish Laminate Aqua Oak Vermont is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/swish-laminate-aqua/oak-vermont.webp,Oak Vermont Swish Laminate Aqua flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
swish-laminate-aqua-qld-spotted-gum,swish-laminate-aqua-qld-spotted-gum,/products/swish-laminate-aqua-qld-spotted-gum/,,,,Swish Laminate Aqua,swish-laminate-aqua,QLD Spotted Gum,Laminate,"Swish Laminate Aqua QLD Spotted Gum is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/swish-laminate-aqua/qld-spotted-gum.webp,QLD Spotted Gum Swish Laminate Aqua flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
swish-laminate-aqua-smooth-blackbutt,swish-laminate-aqua-smooth-blackbutt,/products/swish-laminate-aqua-smooth-blackbutt/,,,,Swish Laminate Aqua,swish-laminate-aqua,Smooth Blackbutt,Laminate,"Swish Laminate Aqua Smooth Blackbutt is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/swish-laminate-aqua/smooth-blackbutt.webp,Smooth Blackbutt Swish Laminate Aqua flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-boch-aquastop-beltimore-oak,villeroy-boch-aquastop-beltimore-oak,/products/villeroy-boch-aquastop-beltimore-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Baltimore Oak,Laminate,"Villeroy & Boch Aquastop Baltimore Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Baltimore Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-bradford-oak,villeroy-boch-aquastop-bradford-oak,/products/villeroy-boch-aquastop-bradford-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Bradford Oak,Laminate,"Villeroy & Boch Aquastop Bradford Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Bradford Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-brixton-oak,villeroy-boch-aquastop-brixton-oak,/products/villeroy-boch-aquastop-brixton-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Brixton Oak,Laminate,"Villeroy & Boch Aquastop Brixton Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Brixton Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-castle-oak,villeroy-boch-aquastop-castle-oak,/products/villeroy-boch-aquastop-castle-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Castle Oak,Laminate,"Villeroy & Boch Aquastop Castle Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Castle Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-current-oak,villeroy-boch-aquastop-current-oak,/products/villeroy-boch-aquastop-current-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Current Oak,Laminate,"Villeroy & Boch Aquastop Current Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Current Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-flowing-oak,villeroy-boch-aquastop-flowing-oak,/products/villeroy-boch-aquastop-flowing-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Flowing Oak,Laminate,"Villeroy & Boch Aquastop Flowing Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Flowing Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-loft-oak,villeroy-boch-aquastop-loft-oak,/products/villeroy-boch-aquastop-loft-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Loft Oak,Laminate,"Villeroy & Boch Aquastop Loft Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Loft Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-london-oak,villeroy-boch-aquastop-london-oak,/products/villeroy-boch-aquastop-london-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,London Oak,Laminate,"Villeroy & Boch Aquastop London Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop London Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-meadow-teak,villeroy-boch-aquastop-meadow-teak,/products/villeroy-boch-aquastop-meadow-teak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Meadow Teak,Laminate,"Villeroy & Boch Aquastop Meadow Teak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Meadow Teak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-pearl-oak,villeroy-boch-aquastop-pearl-oak,/products/villeroy-boch-aquastop-pearl-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Pearl Oak,Laminate,"Villeroy & Boch Aquastop Pearl Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Pearl Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-present-chestnut,villeroy-boch-aquastop-present-chestnut,/products/villeroy-boch-aquastop-present-chestnut/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Present Chestnut,Laminate,"Villeroy & Boch Aquastop Present Chestnut is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Present Chestnut laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-pure-elm,villeroy-boch-aquastop-pure-elm,/products/villeroy-boch-aquastop-pure-elm/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Pure Elm,Laminate,"Villeroy & Boch Aquastop Pure Elm is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Pure Elm laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-royal-teak,villeroy-boch-aquastop-royal-teak,/products/villeroy-boch-aquastop-royal-teak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Royal Teak,Laminate,"Villeroy & Boch Aquastop Royal Teak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Royal Teak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-sand-oak,villeroy-boch-aquastop-sand-oak,/products/villeroy-boch-aquastop-sand-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Sand Oak,Laminate,"Villeroy & Boch Aquastop Sand Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Sand Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-shefilled-oak,villeroy-boch-aquastop-shefilled-oak,/products/villeroy-boch-aquastop-shefilled-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Sheffield Oak,Laminate,"Villeroy & Boch Aquastop Sheffield Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Sheffield Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-stone-oak,villeroy-boch-aquastop-stone-oak,/products/villeroy-boch-aquastop-stone-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Stone Oak,Laminate,"Villeroy & Boch Aquastop Stone Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Stone Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-straight-oak,villeroy-boch-aquastop-straight-oak,/products/villeroy-boch-aquastop-straight-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Straight Oak,Laminate,"Villeroy & Boch Aquastop Straight Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Straight Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-titan-pine,villeroy-boch-aquastop-titan-pine,/products/villeroy-boch-aquastop-titan-pine/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Titan Pine,Laminate,"Villeroy & Boch Aquastop Titan Pine is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Titan Pine laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-valley-oak,villeroy-boch-aquastop-valley-oak,/products/villeroy-boch-aquastop-valley-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Valley Oak,Laminate,"Villeroy & Boch Aquastop Valley Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Valley Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-wellness-oak,villeroy-boch-aquastop-wellness-oak,/products/villeroy-boch-aquastop-wellness-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,Wellness Oak,Laminate,"Villeroy & Boch Aquastop Wellness Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/images/categories/laminate-flooring-thumbnail.jpg,Villeroy & Boch Aquastop Wellness Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-boch-aquastop-white-oak,villeroy-boch-aquastop-white-oak,/products/villeroy-boch-aquastop-white-oak/,Villeroy & Boch,Villeroy & Boch,,Villeroy & Boch Aquastop,villeroy-and-boch-aquastop,White Oak,Laminate,"Villeroy & Boch Aquastop White Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Floating click system with suitable underlay,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Dry internal rooms, rentals, apartments and value-focused renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/collection-assets/villeroy-and-boch-aquastop/white-oak/white-oak-swatch.webp,Villeroy & Boch Aquastop White Oak laminate flooring product,range-image,,,,,,,,,,,,,,,,,,Legacy Oz import
villeroy-and-boch-contemporary-brixton-oak,villeroy-and-boch-contemporary-brixton-oak,/products/villeroy-and-boch-contemporary-brixton-oak/,,,,Villeroy & Boch Contemporary,villeroy-and-boch-contemporary,Brixton Oak,Laminate,"Villeroy & Boch Contemporary Brixton Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-contemporary/brixton-oak.webp,Brixton Oak Villeroy & Boch Contemporary Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-contemporary-current-oak,villeroy-and-boch-contemporary-current-oak,/products/villeroy-and-boch-contemporary-current-oak/,,,,Villeroy & Boch Contemporary,villeroy-and-boch-contemporary,Current Oak,Laminate,"Villeroy & Boch Contemporary Current Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-contemporary/current-oak.webp,Current Oak Villeroy & Boch Contemporary Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-contemporary-london-oak,villeroy-and-boch-contemporary-london-oak,/products/villeroy-and-boch-contemporary-london-oak/,,,,Villeroy & Boch Contemporary,villeroy-and-boch-contemporary,London Oak,Laminate,"Villeroy & Boch Contemporary London Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-contemporary/london-oak.webp,London Oak Villeroy & Boch Contemporary Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-contemporary-pearl-oak,villeroy-and-boch-contemporary-pearl-oak,/products/villeroy-and-boch-contemporary-pearl-oak/,,,,Villeroy & Boch Contemporary,villeroy-and-boch-contemporary,Pearl Oak,Laminate,"Villeroy & Boch Contemporary Pearl Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-contemporary/pearl-oak.webp,Pearl Oak Villeroy & Boch Contemporary Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-cosmopolitan-baltimore-oak,villeroy-and-boch-cosmopolitan-baltimore-oak,/products/villeroy-and-boch-cosmopolitan-baltimore-oak/,,,,Villeroy & Boch Cosmopolitan,villeroy-and-boch-cosmopolitan,Baltimore Oak,Laminate,"Villeroy & Boch Cosmopolitan Baltimore Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-cosmopolitan/baltimore-oak.webp,Baltimore Oak Villeroy & Boch Cosmopolitan Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-cosmopolitan-dublin-walnut,villeroy-and-boch-cosmopolitan-dublin-walnut,/products/villeroy-and-boch-cosmopolitan-dublin-walnut/,,,,Villeroy & Boch Cosmopolitan,villeroy-and-boch-cosmopolitan,Dublin Walnut,Laminate,"Villeroy & Boch Cosmopolitan Dublin Walnut is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-cosmopolitan/dublin-walnut.webp,Dublin Walnut Villeroy & Boch Cosmopolitan Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-cosmopolitan-pure-elm,villeroy-and-boch-cosmopolitan-pure-elm,/products/villeroy-and-boch-cosmopolitan-pure-elm/,,,,Villeroy & Boch Cosmopolitan,villeroy-and-boch-cosmopolitan,Pure Elm,Laminate,"Villeroy & Boch Cosmopolitan Pure Elm is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-cosmopolitan/pure-elm.webp,Pure Elm Villeroy & Boch Cosmopolitan Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-cosmopolitan-royal-teak,villeroy-and-boch-cosmopolitan-royal-teak,/products/villeroy-and-boch-cosmopolitan-royal-teak/,,,,Villeroy & Boch Cosmopolitan,villeroy-and-boch-cosmopolitan,Royal Teak,Laminate,"Villeroy & Boch Cosmopolitan Royal Teak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-cosmopolitan/royal-teak.webp,Royal Teak Villeroy & Boch Cosmopolitan Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-cosmopolitan-wellness-oak,villeroy-and-boch-cosmopolitan-wellness-oak,/products/villeroy-and-boch-cosmopolitan-wellness-oak/,,,,Villeroy & Boch Cosmopolitan,villeroy-and-boch-cosmopolitan,Wellness Oak,Laminate,"Villeroy & Boch Cosmopolitan Wellness Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-cosmopolitan/wellness-oak.webp,Wellness Oak Villeroy & Boch Cosmopolitan Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-country-castle-oak,villeroy-and-boch-country-castle-oak,/products/villeroy-and-boch-country-castle-oak/,,,,Villeroy & Boch Country,villeroy-and-boch-country,Castle Oak,Laminate,"Villeroy & Boch Country Castle Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-country/castle-oak.webp,Castle Oak Villeroy & Boch Country Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
villeroy-and-boch-country-meadow-teak,villeroy-and-boch-country-meadow-teak,/products/villeroy-and-boch-country-meadow-teak/,,,,Villeroy & Boch Country,villeroy-and-boch-country,Meadow Teak,Laminate,"Villeroy & Boch Country Meadow Teak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",Laminate,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Bedrooms, Living areas, Study rooms, Dry internal renovations","Water resistance, AC rating and edge profile should be confirmed against the latest product sheet before order.",Check stock availability,/assets/products/laminate/villeroy-boch-country/meadow-teak.webp,Meadow Teak Villeroy & Boch Country Laminate flooring sample,single-image-only,,,,,,,,,Laminate,,,,,,,,,Eco live-aligned import
